stock_id,date,recommendation,final_score,pv_score,mt_score,dd_score,current_price,suggested_entry,reasons
2317,2023-01-10,WAIT,0.1,0.0,0.5,0.0,99.4,99.4,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2317,2023-02-08,AVOID,-0.14,0.0,-0.7,0.0,100.5,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2330,2023-02-08,WAIT,0.2,0.0,1.0,0.0,540.0,540.0,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-02-08,WAIT,0.2,0.0,1.0,0.0,744.0,744.0,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-02-09,WAIT,0.1,0.0,0.5,0.0,540.0,503.57,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-02-09,WAIT,0.2,0.0,1.0,0.0,112.5,112.5,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-02-09,WAIT,0.2,0.0,1.0,0.0,749.0,703.65,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2317,2023-02-10,WAIT,0.1,0.0,0.5,0.0,101.5,99.4,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-02-10,WAIT,0.16,0.4,0.0,0.0,545.0,545.0,breakout without volume confirmation; margin trend neutral; no active Davis signal; valuation elevated (PE > 30)
2330,2023-02-13,WAIT,0.1,0.0,0.5,0.0,541.0,512.75,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-02-13,WAIT,0.2,0.0,1.0,0.0,113.5,113.47,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-02-13,WAIT,0.1,0.0,0.5,0.0,42.9,42.27,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2317,2023-02-14,WATCH,0.36,0.4,1.0,0.0,102.0,102.0,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-02-14,WAIT,0.1,0.0,0.5,0.0,545.0,517.08,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-02-14,AVOID,-0.14,0.0,-0.7,0.0,114.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2454,2023-02-14,WAIT,0.2,0.0,1.0,0.0,732.0,718.25,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-02-14,WAIT,0.1,0.0,0.5,0.0,43.6,42.44,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2317,2023-02-15,WATCH,0.36,0.4,1.0,0.0,102.5,102.5,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-02-15,AVOID,-0.14,0.0,-0.7,0.0,113.5,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2454,2023-02-15,AVOID,-0.1,0.0,-0.5,0.0,710.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2317,2023-02-16,WATCH,0.36,0.4,1.0,0.0,103.5,103.5,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-02-16,AVOID,-0.14,0.0,-0.7,0.0,114.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2454,2023-02-16,AVOID,-0.2,0.0,-1.0,0.0,711.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2317,2023-02-17,WAIT,0.1,0.0,0.5,0.0,103.5,100.37,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-02-17,WAIT,0.1,0.0,0.5,0.0,113.5,113.33,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-02-17,AVOID,-0.1,0.0,-0.5,0.0,723.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2882,2023-02-17,WAIT,0.1,0.0,0.5,0.0,44.0,42.71,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2317,2023-02-20,WAIT,0.1,0.0,0.5,0.0,103.0,100.56,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-02-20,WAIT,0.2,0.0,1.0,0.0,115.0,113.38,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-02-20,AVOID,-0.1,0.0,-0.5,0.0,726.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2882,2023-02-20,WAIT,0.26,0.4,0.5,0.0,44.45,44.45,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2317,2023-02-21,WAIT,0.1,0.0,0.5,0.0,102.5,100.76,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-02-21,WAIT,0.2,0.0,1.0,0.0,114.5,113.42,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-02-21,AVOID,-0.2,0.0,-1.0,0.0,725.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2882,2023-02-21,WAIT,0.1,0.0,0.5,0.0,43.85,42.98,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-02-22,AVOID,-0.2,0.0,-1.0,0.0,507.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2412,2023-02-22,WAIT,0.2,0.0,1.0,0.0,115.0,113.47,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-02-22,WAIT,0.2,0.0,1.0,0.0,43.35,43.05,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2317,2023-02-23,WAIT,0.14,0.0,0.7,0.0,103.0,101.17,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-02-23,AVOID,-0.1,0.0,-0.5,0.0,518.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2412,2023-02-23,WATCH,0.36,0.4,1.0,0.0,115.5,115.5,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-02-23,WAIT,0.1,0.0,0.5,0.0,745.0,728.45,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-02-23,WAIT,0.2,0.0,1.0,0.0,43.3,43.13,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-02-24,AVOID,-0.1,0.0,-0.5,0.0,511.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2412,2023-02-24,WAIT,0.1,0.0,0.5,0.0,115.5,113.58,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-01,WAIT,0.14,0.0,0.7,0.0,102.0,101.52,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-01,WATCH,0.32,0.8,0.0,0.0,791.0,791.0,breakout confirmed with volume; margin trend neutral; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-01,AVOID,-0.1,0.0,-0.5,0.0,42.75,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-02,WAIT,0.1,0.0,0.5,0.0,102.5,101.66,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-02,WAIT,0.1,0.0,0.5,0.0,519.0,519.0,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-02,WAIT,0.26,0.4,0.5,0.0,116.5,116.5,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-02,AVOID,-0.1,0.0,-0.5,0.0,43.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-03,WAIT,0.16,0.4,0.0,0.0,117.5,117.5,breakout without volume confirmation; margin trend neutral; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-03,AVOID,-0.14,0.0,-0.7,0.0,775.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-03,AVOID,-0.2,0.0,-1.0,0.0,42.9,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-06,WAIT,0.1,0.0,0.5,0.0,103.5,101.96,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-06,AVOID,-0.14,0.0,-0.7,0.0,521.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-06,WAIT,0.26,0.4,0.5,0.0,118.0,118.0,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-06,AVOID,-0.14,0.0,-0.7,0.0,784.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-06,AVOID,-0.14,0.0,-0.7,0.0,43.6,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-07,WATCH,0.52,0.8,1.0,0.0,105.0,105.0,breakout confirmed with volume; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-07,WATCH,0.36,0.4,1.0,0.0,118.5,118.5,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-07,AVOID,-0.14,0.0,-0.7,0.0,43.75,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-08,WAIT,0.2,0.0,1.0,0.0,104.0,102.35,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-08,AVOID,-0.1,0.0,-0.5,0.0,521.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-08,WATCH,0.36,0.4,1.0,0.0,119.0,119.0,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-08,AVOID,-0.2,0.0,-1.0,0.0,768.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-09,WAIT,0.2,0.0,1.0,0.0,118.5,115.25,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-09,AVOID,-0.2,0.0,-1.0,0.0,767.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-09,WAIT,0.1,0.0,0.5,0.0,43.65,43.32,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-10,WAIT,0.14,0.0,0.7,0.0,513.0,513.0,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-10,WAIT,0.1,0.0,0.5,0.0,117.5,115.5,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-10,AVOID,-0.1,0.0,-0.5,0.0,756.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-13,AVOID,-0.2,0.0,-1.0,0.0,103.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-13,WAIT,0.14,0.0,0.7,0.0,516.0,516.0,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-13,WAIT,0.1,0.0,0.5,0.0,119.0,115.83,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-13,AVOID,-0.2,0.0,-1.0,0.0,764.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-13,WAIT,0.14,0.0,0.7,0.0,42.3,42.3,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-14,AVOID,-0.2,0.0,-1.0,0.0,102.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-14,AVOID,-0.1,0.0,-0.5,0.0,117.5,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-14,AVOID,-0.2,0.0,-1.0,0.0,761.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-15,AVOID,-0.2,0.0,-1.0,0.0,102.5,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-15,AVOID,-0.1,0.0,-0.5,0.0,511.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-15,WAIT,0.14,0.0,0.7,0.0,758.0,749.75,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-15,AVOID,-0.1,0.0,-0.5,0.0,41.5,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-16,AVOID,-0.1,0.0,-0.5,0.0,505.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-16,WAIT,0.14,0.0,0.7,0.0,756.0,750.95,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-16,AVOID,-0.1,0.0,-0.5,0.0,40.5,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-17,WAIT,0.1,0.0,0.5,0.0,518.0,516.65,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-17,WAIT,0.2,0.0,1.0,0.0,118.0,116.8,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-17,WAIT,0.2,0.0,1.0,0.0,773.0,754.1,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-17,AVOID,-0.1,0.0,-0.5,0.0,41.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-20,AVOID,-0.1,0.0,-0.5,0.0,102.5,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-20,AVOID,-0.1,0.0,-0.5,0.0,512.0,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-20,WAIT,0.1,0.0,0.5,0.0,119.0,117.05,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-20,WAIT,0.2,0.0,1.0,0.0,770.0,757.05,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-20,AVOID,-0.2,0.0,-1.0,0.0,40.2,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-21,WAIT,0.2,0.0,1.0,0.0,118.5,117.3,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-21,WAIT,0.1,0.0,0.5,0.0,771.0,759.45,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-21,AVOID,-0.2,0.0,-1.0,0.0,40.75,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-22,WAIT,0.2,0.0,1.0,0.0,103.5,102.75,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-22,WATCH,0.36,0.4,1.0,0.0,533.0,533.0,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-22,WATCH,0.36,0.4,1.0,0.0,119.5,119.5,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-22,WAIT,0.2,0.0,1.0,0.0,781.0,762.2,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-22,AVOID,-0.2,0.0,-1.0,0.0,41.35,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-23,WAIT,0.2,0.0,1.0,0.0,103.5,102.8,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-23,WATCH,0.36,0.4,1.0,0.0,538.0,538.0,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-23,WATCH,0.36,0.4,1.0,0.0,120.0,120.0,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-23,WATCH,0.36,0.4,1.0,0.0,793.0,793.0,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-23,AVOID,-0.14,0.0,-0.7,0.0,41.55,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-24,WATCH,0.52,0.8,1.0,0.0,105.5,105.5,breakout confirmed with volume; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-24,WATCH,0.36,0.4,1.0,0.0,539.0,539.0,breakout without volume confirmation; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-24,WAIT,0.2,0.0,1.0,0.0,119.5,118.03,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-24,WAIT,0.2,0.0,1.0,0.0,790.0,769.45,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-24,AVOID,-0.14,0.0,-0.7,0.0,41.3,,breakout inactive; margin trend negative; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-27,WAIT,0.2,0.0,1.0,0.0,103.5,103.0,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-27,WAIT,0.2,0.0,1.0,0.0,531.0,519.95,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-27,WAIT,0.2,0.0,1.0,0.0,120.0,118.25,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-27,WAIT,0.2,0.0,1.0,0.0,780.0,771.2,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-28,WAIT,0.14,0.0,0.7,0.0,103.0,101.48,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2330,2023-03-28,WAIT,0.2,0.0,1.0,0.0,525.0,520.65,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-28,WAIT,0.2,0.0,1.0,0.0,119.5,118.45,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-28,WAIT,0.14,0.0,0.7,0.0,766.0,737.5,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-28,WAIT,0.1,0.0,0.5,0.0,41.55,41.55,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-29,WAIT,0.2,0.0,1.0,0.0,120.0,118.7,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-29,WAIT,0.14,0.0,0.7,0.0,773.0,772.45,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-29,WAIT,0.1,0.0,0.5,0.0,41.85,41.85,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-30,WAIT,0.1,0.0,0.5,0.0,104.5,103.28,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2412,2023-03-30,WAIT,0.1,0.0,0.5,0.0,120.0,118.88,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2454,2023-03-30,WAIT,0.14,0.0,0.7,0.0,778.0,772.6,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2882,2023-03-30,WAIT,0.1,0.0,0.5,0.0,41.6,41.6,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
2317,2023-03-31,WAIT,0.14,0.0,0.7,0.0,104.0,103.35,breakout inactive; margin trend positive; no active Davis signal; valuation elevated (PE > 30)
